customer_id,total_spent,customer_segment,Churn_Probability,Revenue_At_Risk
C098444,1537.77,Returning,0.02,30.76
C098784,614.93,New,0.05,30.75
C000674,614.74,Loyal,0.05,30.74
C074670,1024.32,Returning,0.03,30.73
C067359,1535.82,VIP,0.02,30.72
C086991,3072.42,New,0.01,30.72
C028101,3070.33,New,0.01,30.7
C041508,3067.09,Returning,0.01,30.67
C072143,3066.5,Returning,0.01,30.66
C029295,1532.47,VIP,0.02,30.65
C050992,1021.55,Returning,0.03,30.65
C001593,3063.87,Returning,0.01,30.64
C024014,765.87,VIP,0.04,30.63
C008410,1530.94,New,0.02,30.62
C095652,180.06,Returning,0.17,30.61
C033807,1019.74,VIP,0.03,30.59
C021211,1527.15,New,0.02,30.54
C067127,57.61,Loyal,0.53,30.53
C053962,1525.96,VIP,0.02,30.52
C019419,32.13,New,0.95,30.52
C033870,3048.51,Returning,0.01,30.49
C035479,761.99,Returning,0.04,30.48
C085810,3044.74,VIP,0.01,30.45
C083866,1521.46,VIP,0.02,30.43
C005271,3040.36,Loyal,0.01,30.4
C014807,1519.52,VIP,0.02,30.39
C004689,1519.44,VIP,0.02,30.39
C044983,1519.22,New,0.02,30.38
C015426,276.08,New,0.11,30.37
C069601,121.42,VIP,0.25,30.36
C032057,138.01,VIP,0.22,30.36
C039543,606.77,Returning,0.05,30.34
C000582,758.47,New,0.04,30.34
C009559,89.21,VIP,0.34,30.33
C026444,3029.86,Returning,0.01,30.3
C097434,3027.84,Returning,0.01,30.28
C019851,3027.56,VIP,0.01,30.28
C008034,3028.27,Loyal,0.01,30.28
C091688,756.34,VIP,0.04,30.25
C093926,3024.9,VIP,0.01,30.25
C005924,3024.85,VIP,0.01,30.25
C001218,756.07,Loyal,0.04,30.24
C051686,755.82,VIP,0.04,30.23
C031199,1007.05,New,0.03,30.21
C065591,1509.67,VIP,0.02,30.19
C007843,3018.54,Returning,0.01,30.19
C049469,3017.71,New,0.01,30.18
C065504,3016.43,Returning,0.01,30.16
C046453,59.08,New,0.51,30.13
C017877,1506.33,Loyal,0.02,30.13
C006109,3011.01,New,0.01,30.11
C089785,1505.57,VIP,0.02,30.11
C090355,376.43,Loyal,0.08,30.11
C011097,1502.11,VIP,0.02,30.04
C021373,250.28,New,0.12,30.03
C047006,500.13,VIP,0.06,30.01
C009527,749.55,VIP,0.04,29.98
C010272,1498.43,VIP,0.02,29.97
C011190,1497.42,VIP,0.02,29.95
C018360,332.5,New,0.09,29.92
C024341,747.55,Returning,0.04,29.9
C071408,1494.5,VIP,0.02,29.89
C061824,1494.09,Returning,0.02,29.88
C023838,1493.81,Loyal,0.02,29.88
C067258,747.03,New,0.04,29.88
C097337,90.48,New,0.33,29.86
C006235,31.08,New,0.96,29.84
C010659,2982.8,New,0.01,29.83
C024370,745.62,Returning,0.04,29.82
C055677,994.04,VIP,0.03,29.82
C052173,270.92,New,0.11,29.8
C099014,31.36,Loyal,0.95,29.79
C060991,744.49,New,0.04,29.78
C055685,744.42,Returning,0.04,29.78
C020800,992.28,Returning,0.03,29.77
C062414,1487.51,VIP,0.02,29.75
C058453,247.88,Returning,0.12,29.75
C014052,30.97,New,0.96,29.73
C078704,742.67,New,0.04,29.71
C012446,593.69,Loyal,0.05,29.68
C077075,31.56,Loyal,0.94,29.67
C054580,741.01,Loyal,0.04,29.64
C010948,2962.09,New,0.01,29.62
C037355,739.64,Returning,0.04,29.59
C093952,155.75,VIP,0.19,29.59
C036644,2956.54,New,0.01,29.57
C061821,985.6,New,0.03,29.57
C068910,1478.39,Loyal,0.02,29.57
C091237,113.56,VIP,0.26,29.53
C030158,34.29,Returning,0.86,29.49
C007008,1473.98,Loyal,0.02,29.48
C071192,2946.49,Returning,0.01,29.46
C006268,420.75,New,0.07,29.45
C098573,980.71,New,0.03,29.42
C047876,980.52,Loyal,0.03,29.42
C075256,294.05,New,0.1,29.4
C073427,83.98,New,0.35,29.39
C082673,31.25,Returning,0.94,29.38
C053058,2938.19,Returning,0.01,29.38
C024900,139.79,New,0.21,29.36
C073363,1467.32,Returning,0.02,29.35
C028812,733.44,Returning,0.04,29.34
C056459,586.64,VIP,0.05,29.33
C031907,183.14,Loyal,0.16,29.3
C091839,488.22,New,0.06,29.29
C039232,418.28,VIP,0.07,29.28
C004383,209.01,VIP,0.14,29.26
C086709,1462.79,Loyal,0.02,29.26
C078085,1462.31,VIP,0.02,29.25
C021218,2925.42,Loyal,0.01,29.25
C029627,1462.74,New,0.02,29.25
C073029,2924.08,Returning,0.01,29.24
C062558,2921.6,New,0.01,29.22
C060215,2920.78,Loyal,0.01,29.21
C067718,1459.95,Loyal,0.02,29.2
C065650,29.46,Returning,0.99,29.17
C053922,1458.29,Returning,0.02,29.17
C047040,2915.94,Loyal,0.01,29.16
C085552,2915.77,Loyal,0.01,29.16
C036586,2915.26,Loyal,0.01,29.15
C080959,727.85,New,0.04,29.11
C039572,1455.09,Returning,0.02,29.1
C094954,485.07,VIP,0.06,29.1
C073932,727.14,Loyal,0.04,29.09
C088832,1453.91,Returning,0.02,29.08
C026211,1453.9,VIP,0.02,29.08
C097780,969.14,Loyal,0.03,29.07
C013440,726.22,Loyal,0.04,29.05
C031695,726.22,New,0.04,29.05
C036400,725.98,New,0.04,29.04
C015833,70.78,Loyal,0.41,29.02
C004644,1450.78,VIP,0.02,29.02
C088431,223.16,VIP,0.13,29.01
C000195,966.62,VIP,0.03,29.0
C005318,107.41,Returning,0.27,29.0
C045788,2899.12,New,0.01,28.99
C028792,579.83,New,0.05,28.99
C046184,30.51,New,0.95,28.98
C080964,724.22,VIP,0.04,28.97
C099847,29.55,VIP,0.98,28.96
C035550,2895.18,VIP,0.01,28.95
C073692,579.02,Returning,0.05,28.95
C081075,32.9,Returning,0.88,28.95
C076948,1447.15,VIP,0.02,28.94
C000485,963.49,VIP,0.03,28.9
C010019,2889.38,VIP,0.01,28.89
C061734,120.37,Returning,0.24,28.89
C020128,1443.89,VIP,0.02,28.88
C048042,1444.17,Returning,0.02,28.88
C039713,962.03,Returning,0.03,28.86
C091715,115.44,Loyal,0.25,28.86
C019795,2886.05,Loyal,0.01,28.86
C074913,961.27,Loyal,0.03,28.84
C060117,2882.39,Returning,0.01,28.82
C023911,1440.55,Returning,0.02,28.81
C038377,2880.05,New,0.01,28.8
C013712,2879.41,Returning,0.01,28.79
C036716,30.63,VIP,0.94,28.79
C095334,719.51,Returning,0.04,28.78
C010640,191.75,Returning,0.15,28.76
C051184,1436.18,VIP,0.02,28.72
C058870,2872.35,New,0.01,28.72
C009238,409.65,VIP,0.07,28.68
C050496,318.62,Loyal,0.09,28.68
C076471,1433.09,VIP,0.02,28.66
C050771,159.1,Loyal,0.18,28.64
C038408,2864.11,Returning,0.01,28.64
C033221,2863.62,VIP,0.01,28.64
C061729,286.32,Returning,0.1,28.63
C033157,317.93,Loyal,0.09,28.61
C042634,1429.94,Loyal,0.02,28.6
C061741,30.09,VIP,0.95,28.59
C006991,952.59,New,0.03,28.58
C027702,2855.79,Loyal,0.01,28.56
C093243,712.19,VIP,0.04,28.49
C035989,949.5,VIP,0.03,28.48
C057259,2847.97,Loyal,0.01,28.48
C007292,2848.46,Returning,0.01,28.48
C047723,258.37,Loyal,0.11,28.42
C054587,947.18,New,0.03,28.42
C095765,177.63,Loyal,0.16,28.42
C080317,2840.6,Loyal,0.01,28.41
C005179,315.5,VIP,0.09,28.4
C013525,1418.48,New,0.02,28.37
C085871,945.23,Loyal,0.03,28.36
C022915,31.51,New,0.9,28.36
C094094,1416.51,Loyal,0.02,28.33
C032406,2832.99,Returning,0.01,28.33
C045358,944.21,New,0.03,28.33
C080920,1416.12,Loyal,0.02,28.32
C037014,314.32,VIP,0.09,28.29
C053516,2828.39,VIP,0.01,28.28
C048239,1414.07,Loyal,0.02,28.28
C043431,2827.2,Returning,0.01,28.27
C064887,201.83,New,0.14,28.26
C038022,470.66,New,0.06,28.24
C046342,940.6,Loyal,0.03,28.22
C088533,1411.13,New,0.02,28.22
C048144,188.12,New,0.15,28.22
C005549,1410.09,Loyal,0.02,28.2
C068602,2818.66,Loyal,0.01,28.19
C046029,704.85,Returning,0.04,28.19
C032135,1408.39,Loyal,0.02,28.17
C021809,312.56,Loyal,0.09,28.13
C023025,351.45,Returning,0.08,28.12
C054668,2812.11,New,0.01,28.12
C014010,2811.3,VIP,0.01,28.11
C094506,468.54,New,0.06,28.11
C095498,702.46,New,0.04,28.1
C081893,702.33,Returning,0.04,28.09
C074079,935.87,New,0.03,28.08
C040773,701.98,New,0.04,28.08
C004088,28.94,Returning,0.97,28.07
C072249,400.43,New,0.07,28.03
C054504,155.66,Returning,0.18,28.02
C043958,399.76,Loyal,0.07,27.98
C043041,1398.75,Returning,0.02,27.98
C047552,399.35,Loyal,0.07,27.95
C081701,558.97,VIP,0.05,27.95
C003305,558.39,Returning,0.05,27.92
C025542,930.5,VIP,0.03,27.92
C011573,697.71,New,0.04,27.91
C022669,398.47,New,0.07,27.89
C001957,2787.59,VIP,0.01,27.88
C052971,697.05,Loyal,0.04,27.88
C044644,2787.31,VIP,0.01,27.87
C072432,1393.41,Loyal,0.02,27.87
C036333,696.55,New,0.04,27.86
C045536,1389.72,Returning,0.02,27.79
C049383,924.11,Loyal,0.03,27.72
C079158,923.84,Loyal,0.03,27.72
C060393,277.13,VIP,0.1,27.71
C095420,2771.45,Loyal,0.01,27.71
C089713,110.79,New,0.25,27.7
C081545,92.24,Returning,0.3,27.67
C038630,1383.33,VIP,0.02,27.67
C039779,28.53,Loyal,0.97,27.67
C051374,2765.1,Loyal,0.01,27.65
C046277,690.89,VIP,0.04,27.64
C005377,2762.66,VIP,0.01,27.63
C081187,2759.99,New,0.01,27.6
C037027,2759.31,New,0.01,27.59
C027120,919.66,VIP,0.03,27.59
C031691,1378.91,Returning,0.02,27.58
C020352,551.34,VIP,0.05,27.57
C025285,393.67,Loyal,0.07,27.56
C078740,306.23,New,0.09,27.56
C034966,459.12,Loyal,0.06,27.55
C004473,344.28,Returning,0.08,27.54
C002551,1375.72,Loyal,0.02,27.51
C053057,916.49,Returning,0.03,27.49
C080372,458.13,Loyal,0.06,27.49
C074631,1373.21,Loyal,0.02,27.46
C039549,28.57,VIP,0.96,27.43
C011082,274.33,New,0.1,27.43
C056790,457.18,VIP,0.06,27.43
C021213,161.27,New,0.17,27.42
C031872,913.9,New,0.03,27.42
C033252,913.97,Returning,0.03,27.42
C001054,2741.45,VIP,0.01,27.41
C055346,685.26,New,0.04,27.41
C069042,683.82,New,0.04,27.35
C030968,390.61,VIP,0.07,27.34
C010079,170.72,Returning,0.16,27.32
C031198,1365.21,Loyal,0.02,27.3
C064161,682.57,VIP,0.04,27.3
C039814,66.57,Loyal,0.41,27.29
C046280,28.43,New,0.96,27.29
C095389,2728.85,Loyal,0.01,27.29
C016435,389.59,VIP,0.07,27.27
C005993,340.71,New,0.08,27.26
C057381,908.48,Returning,0.03,27.25
C047153,1362.6,New,0.02,27.25
C036049,57.94,Returning,0.47,27.23
C095132,272.25,Loyal,0.1,27.22
C032730,1360.93,New,0.02,27.22
C067899,1360.67,Returning,0.02,27.21
C087140,1360.12,Returning,0.02,27.2
C041492,2713.21,New,0.01,27.13
C093004,451.37,New,0.06,27.08
C054173,451.19,Loyal,0.06,27.07
C029469,108.2,Loyal,0.25,27.05
C099832,2705.21,New,0.01,27.05
C011484,1351.78,New,0.02,27.04
C012347,1351.1,New,0.02,27.02
C010122,2700.71,VIP,0.01,27.01
C083172,2701.07,Returning,0.01,27.01
C022583,2699.5,New,0.01,27.0
C017063,1349.54,Loyal,0.02,26.99
C003375,2697.62,VIP,0.01,26.98
C068531,385.0,New,0.07,26.95
C002260,1346.3,VIP,0.02,26.93
C049798,1346.45,Loyal,0.02,26.93
C099323,897.22,VIP,0.03,26.92
C067838,2690.7,New,0.01,26.91
C064001,448.25,Loyal,0.06,26.9
C062437,672.58,VIP,0.04,26.9
C052151,1344.48,Loyal,0.02,26.89
C096107,2689.37,Returning,0.01,26.89
C098852,32.79,New,0.82,26.89
C019448,447.96,New,0.06,26.88
C044456,2686.57,VIP,0.01,26.87
C094198,895.61,Returning,0.03,26.87
C090872,895.25,New,0.03,26.86
C078541,2684.58,New,0.01,26.85
C013580,671.26,Loyal,0.04,26.85
C027335,447.47,Returning,0.06,26.85
C007295,1341.27,Loyal,0.02,26.83
C078705,2682.54,VIP,0.01,26.83
C095248,893.99,Loyal,0.03,26.82
C090898,297.99,VIP,0.09,26.82
C056458,1341.1,Returning,0.02,26.82
C027689,1340.43,Returning,0.02,26.81
C043204,1339.75,Loyal,0.02,26.8
C044455,893.02,New,0.03,26.79
C060518,1338.59,New,0.02,26.77
C055318,669.22,Loyal,0.04,26.77
C096689,2674.61,Returning,0.01,26.75
C042855,1336.87,Loyal,0.02,26.74
C020305,1337.07,Loyal,0.02,26.74
C049612,1335.07,New,0.02,26.7
C053186,35.6,Loyal,0.75,26.7
C056102,2667.34,Loyal,0.01,26.67
C032985,2663.93,Returning,0.01,26.64
C080865,2662.24,New,0.01,26.62
C002418,2660.36,New,0.01,26.6
C034352,331.69,VIP,0.08,26.54
C031788,2652.29,Returning,0.01,26.52
C013452,1324.97,New,0.02,26.5
C051750,27.86,VIP,0.95,26.47
C037830,440.89,New,0.06,26.45
C076887,2644.11,Returning,0.01,26.44
C010375,528.14,VIP,0.05,26.41
C002391,1319.89,VIP,0.02,26.4
C062278,879.94,VIP,0.03,26.4
C023170,2640.0,New,0.01,26.4
C079205,1319.28,Returning,0.02,26.39
C034067,2639.44,New,0.01,26.39
C088694,439.8,New,0.06,26.39
C088225,879.21,Returning,0.03,26.38
C087831,146.47,New,0.18,26.36
C005327,2634.07,Loyal,0.01,26.34
C071790,1316.36,Loyal,0.02,26.33
C008509,2629.72,VIP,0.01,26.3
C007135,876.47,VIP,0.03,26.29
C008356,87.63,Returning,0.3,26.29
C064439,2627.8,VIP,0.01,26.28
C058851,656.94,Returning,0.04,26.28
C033020,2627.32,VIP,0.01,26.27
C089231,2626.87,New,0.01,26.27
C042848,174.9,Returning,0.15,26.24
C058534,2624.21,VIP,0.01,26.24
C021610,374.37,Returning,0.07,26.21
C093576,2619.32,New,0.01,26.19
C007782,2619.12,Loyal,0.01,26.19
C005555,2616.62,VIP,0.01,26.17
C069134,1307.45,Returning,0.02,26.15
C078557,2614.16,Loyal,0.01,26.14
C086220,66.94,New,0.39,26.11
C034154,2609.6,Returning,0.01,26.1
C076836,236.99,New,0.11,26.07
C076140,2605.85,New,0.01,26.06
C018006,2604.88,New,0.01,26.05
C098813,260.39,Loyal,0.1,26.04
C072581,1300.41,Returning,0.02,26.01
C040652,1299.93,Loyal,0.02,26.0
C034193,1298.14,Returning,0.02,25.96
C017092,43.24,Loyal,0.6,25.94
C051719,1296.87,Returning,0.02,25.94
C061451,1295.4,VIP,0.02,25.91
C046283,51.8,VIP,0.5,25.9
C029892,2586.71,Returning,0.01,25.87
C062661,1293.59,VIP,0.02,25.87
C057514,2584.92,VIP,0.01,25.85
C061180,646.34,Loyal,0.04,25.85
C033945,235.03,Returning,0.11,25.85
C079858,861.4,VIP,0.03,25.84
C004254,184.53,New,0.14,25.83
C004636,286.6,Loyal,0.09,25.79
C095112,1289.32,Loyal,0.02,25.79
C015977,234.22,New,0.11,25.76
C087380,2574.73,Loyal,0.01,25.75
C062897,643.79,Returning,0.04,25.75
C023395,286.05,New,0.09,25.74
C080458,643.6,Loyal,0.04,25.74
C024639,643.03,Loyal,0.04,25.72
C082200,2571.39,VIP,0.01,25.71
C062615,2570.17,VIP,0.01,25.7
C011044,2567.99,VIP,0.01,25.68
C090965,1282.73,Loyal,0.02,25.65
C028882,1282.22,Loyal,0.02,25.64
C020773,427.31,VIP,0.06,25.64
C033814,640.84,New,0.04,25.63
C057911,134.92,VIP,0.19,25.63
C000565,232.69,VIP,0.11,25.6
C099770,142.1,Loyal,0.18,25.58
C061219,639.18,New,0.04,25.57
C036826,319.47,New,0.08,25.56
C057739,852.11,Returning,0.03,25.56
C044283,365.21,Returning,0.07,25.56
C013245,2554.82,Returning,0.01,25.55
C023414,150.22,New,0.17,25.54
C078876,510.67,Loyal,0.05,25.53
C072129,850.9,New,0.03,25.53
C029935,170.05,New,0.15,25.51
C017010,2547.67,Returning,0.01,25.48
C049628,33.09,VIP,0.77,25.48
C083228,25.47,VIP,1.0,25.47
C028079,847.02,Returning,0.03,25.41
C048153,1270.74,Returning,0.02,25.41
C077554,2539.18,VIP,0.01,25.39
C042111,845.5,VIP,0.03,25.36
C075255,1267.02,Returning,0.02,25.34
C005605,211.19,Loyal,0.12,25.34
C068821,844.64,VIP,0.03,25.34
C062394,633.15,Returning,0.04,25.33
C018186,253.31,VIP,0.1,25.33
C066903,632.7,VIP,0.04,25.31
C087665,52.71,VIP,0.48,25.3
C065791,1264.98,Returning,0.02,25.3
C083430,2529.58,New,0.01,25.3
C044614,1264.2,VIP,0.02,25.28
C074840,2526.82,New,0.01,25.27
C094926,421.04,Loyal,0.06,25.26
C060374,631.35,Loyal,0.04,25.25
C046861,838.37,Loyal,0.03,25.15
C044119,2512.38,Loyal,0.01,25.12
C020776,836.89,Loyal,0.03,25.11
C056931,278.79,Loyal,0.09,25.09
C016371,835.67,VIP,0.03,25.07
C044970,835.33,New,0.03,25.06
C010400,835.37,New,0.03,25.06
C051020,2504.28,VIP,0.01,25.04
C077424,1251.43,Loyal,0.02,25.03
C052578,2502.5,Loyal,0.01,25.02
C086040,1250.84,VIP,0.02,25.02
C023490,357.4,Returning,0.07,25.02
C037768,138.94,VIP,0.18,25.01
C063293,1250.01,New,0.02,25.0
C084427,1249.31,VIP,0.02,24.99
C068387,499.36,Loyal,0.05,24.97
C071365,2496.1,Returning,0.01,24.96
C094880,1247.09,Loyal,0.02,24.94
C028036,1246.21,New,0.02,24.92
C053068,311.36,New,0.08,24.91
C045035,829.96,VIP,0.03,24.9
C089120,355.22,Loyal,0.07,24.87
C079081,24.86,Returning,1.0,24.86
C075064,248.48,New,0.1,24.85
C071535,621.31,VIP,0.04,24.85
C043894,2482.21,Loyal,0.01,24.82
C032830,620.32,New,0.04,24.81
C022022,2478.67,Returning,0.01,24.79
C043319,413.05,Loyal,0.06,24.78
C033272,309.69,New,0.08,24.78
C012268,495.48,New,0.05,24.77
C069898,26.07,Returning,0.95,24.77
C014595,1237.95,New,0.02,24.76
C073056,825.45,VIP,0.03,24.76
C049732,68.77,Returning,0.36,24.76
C013717,2474.66,Loyal,0.01,24.75
C097774,2474.38,Returning,0.01,24.74
C003588,824.5,VIP,0.03,24.74
C093006,618.19,Returning,0.04,24.73
C021854,617.5,New,0.04,24.7
C011127,823.11,VIP,0.03,24.69
C089921,2468.56,Loyal,0.01,24.69
C090167,27.12,Loyal,0.91,24.68
C002624,352.04,Loyal,0.07,24.64
C066160,32.81,New,0.75,24.61
C031999,25.36,VIP,0.97,24.6
C037401,1228.45,Returning,0.02,24.57
C087119,818.93,VIP,0.03,24.57
C079537,613.82,New,0.04,24.55
C057504,409.09,Loyal,0.06,24.55
C059194,613.35,New,0.04,24.53
C039574,408.68,Loyal,0.06,24.52
C020071,408.58,Loyal,0.06,24.51
C004640,349.96,Returning,0.07,24.5
C066933,306.24,VIP,0.08,24.5
C069383,1223.69,New,0.02,24.47
C016636,305.8,VIP,0.08,24.46
C090417,1222.72,Loyal,0.02,24.45
C010011,1221.5,Loyal,0.02,24.43
C051101,488.48,New,0.05,24.42
C015393,2439.79,Returning,0.01,24.4
C040421,1220.12,New,0.02,24.4
C056205,1219.55,New,0.02,24.39
C066002,609.13,Returning,0.04,24.37
C011281,1218.55,New,0.02,24.37
C065866,2437.21,VIP,0.01,24.37
C046709,64.11,New,0.38,24.36
C037103,2434.74,Loyal,0.01,24.35
C095853,270.43,Loyal,0.09,24.34
C073815,186.94,New,0.13,24.3
C037064,809.71,VIP,0.03,24.29
C038762,1214.64,New,0.02,24.29
C084015,808.71,Loyal,0.03,24.26
C041797,269.49,Returning,0.09,24.25
C042325,2422.8,VIP,0.01,24.23
C099222,100.97,VIP,0.24,24.23
C072133,806.19,Loyal,0.03,24.19
C089754,403.0,Returning,0.06,24.18
C058436,805.61,New,0.03,24.17
C030043,2416.92,Returning,0.01,24.17
C032547,804.86,VIP,0.03,24.15
C021680,802.26,VIP,0.03,24.07
C000348,2404.75,Returning,0.01,24.05
C069554,801.04,VIP,0.03,24.03
C075023,2402.23,VIP,0.01,24.02
C013548,160.15,Returning,0.15,24.02
C069774,96.0,Returning,0.25,24.0
C009815,1200.21,Loyal,0.02,24.0
C033816,342.26,New,0.07,23.96
C055450,598.42,VIP,0.04,23.94
C088757,478.57,Loyal,0.05,23.93
C015160,1196.74,VIP,0.02,23.93
C020731,1196.19,Loyal,0.02,23.92
C006739,265.63,Returning,0.09,23.91
C092064,1195.33,VIP,0.02,23.91
C006652,1193.73,Returning,0.02,23.87
C007983,2387.43,Loyal,0.01,23.87
C057985,32.69,Returning,0.73,23.86
C033895,477.3,Returning,0.05,23.86
C045665,140.33,New,0.17,23.86
C040494,476.67,New,0.05,23.83
C021613,1190.92,Loyal,0.02,23.82
C054935,794.03,Loyal,0.03,23.82
C012996,1190.46,Loyal,0.02,23.81
C033407,340.16,Loyal,0.07,23.81
C096028,396.9,New,0.06,23.81
C054754,2380.02,Returning,0.01,23.8
C067703,198.17,New,0.12,23.78
C059703,791.96,VIP,0.03,23.76
C096658,1187.36,Loyal,0.02,23.75
C092748,593.37,Returning,0.04,23.73
C069663,1186.45,Loyal,0.02,23.73
C009259,25.23,VIP,0.94,23.72
C056717,2372.18,VIP,0.01,23.72
C003088,98.8,Loyal,0.24,23.71
C090672,2370.27,New,0.01,23.7
C048681,1184.54,New,0.02,23.69
C005880,592.32,Loyal,0.04,23.69
C073574,53.84,Loyal,0.44,23.69
C086713,338.33,Loyal,0.07,23.68
C058374,473.56,New,0.05,23.68
C006440,1183.0,Loyal,0.02,23.66
C015515,1182.98,New,0.02,23.66
C012973,1182.3,Loyal,0.02,23.65
C099306,590.91,New,0.04,23.64
C010855,2360.59,VIP,0.01,23.61
C006324,1179.92,Returning,0.02,23.6
C001153,1179.16,Returning,0.02,23.58
C077864,261.89,VIP,0.09,23.57
C022934,588.98,VIP,0.04,23.56
C045052,1178.25,Loyal,0.02,23.56
C049170,785.46,Returning,0.03,23.56
C007859,588.72,Loyal,0.04,23.55
C005396,86.91,New,0.27,23.47
C008386,469.07,New,0.05,23.45
C046237,781.28,Loyal,0.03,23.44
C003212,780.72,New,0.03,23.42
C025256,2340.87,Returning,0.01,23.41
C054371,468.11,VIP,0.05,23.41
C006977,1170.27,Loyal,0.02,23.41
C060289,1168.82,New,0.02,23.38
C026971,291.94,VIP,0.08,23.36
C056754,73.01,Returning,0.32,23.36
C080100,2335.67,New,0.01,23.36
C048463,122.95,New,0.19,23.36
C078217,2335.07,Returning,0.01,23.35
C058989,1165.48,Returning,0.02,23.31
C085508,26.19,VIP,0.89,23.31
C047024,1164.0,New,0.02,23.28
C070432,388.06,New,0.06,23.28
C090990,1163.74,New,0.02,23.27
C058223,2325.75,New,0.01,23.26
C001279,332.35,New,0.07,23.26
C014443,58.13,Returning,0.4,23.25
C088637,232.12,VIP,0.1,23.21
C021287,122.12,VIP,0.19,23.2
C007129,772.98,VIP,0.03,23.19
C000713,386.3,Loyal,0.06,23.18
C057035,578.88,Returning,0.04,23.16
C078092,578.21,Loyal,0.04,23.13
C081902,462.47,Returning,0.05,23.12
C038526,383.96,New,0.06,23.04
C062530,2303.32,Returning,0.01,23.03
C059063,2302.99,Loyal,0.01,23.03
C020684,1150.28,Returning,0.02,23.01
C049707,383.29,Returning,0.06,23.0
C051007,255.3,Returning,0.09,22.98
C088265,765.36,Returning,0.03,22.96
C088654,327.85,New,0.07,22.95
C085873,573.76,VIP,0.04,22.95
C075663,2293.25,Loyal,0.01,22.93
C067237,2292.26,Returning,0.01,22.92
C003700,573.08,New,0.04,22.92
C036178,572.6,VIP,0.04,22.9
C030311,2289.44,Loyal,0.01,22.89
C089152,381.28,New,0.06,22.88
C052696,2286.12,Returning,0.01,22.86
C085345,285.36,New,0.08,22.83
C011702,1141.17,Returning,0.02,22.82
C006105,1140.44,VIP,0.02,22.81
C054777,2281.17,Loyal,0.01,22.81
C035768,228.11,VIP,0.1,22.81
C009163,207.24,New,0.11,22.8
C056750,760.03,Returning,0.03,22.8
C071713,24.21,Loyal,0.94,22.76
C011688,1138.01,Returning,0.02,22.76
C053403,2276.36,Loyal,0.01,22.76
C056202,126.45,VIP,0.18,22.76
C022123,1137.98,Returning,0.02,22.76
C073084,324.5,VIP,0.07,22.72
C097621,2270.67,VIP,0.01,22.71
C019535,1133.93,Returning,0.02,22.68
C066990,1134.16,New,0.02,22.68
C042898,1133.48,New,0.02,22.67
C044094,226.58,Loyal,0.1,22.66
C061364,755.25,New,0.03,22.66
C037138,323.66,Returning,0.07,22.66
C040667,452.93,Returning,0.05,22.65
C004198,2265.44,New,0.01,22.65
C079374,377.42,New,0.06,22.65
C041672,2265.11,VIP,0.01,22.65
C021369,45.28,Loyal,0.5,22.64
C071782,1131.34,Returning,0.02,22.63
C070371,226.05,Returning,0.1,22.61
C063849,1130.34,New,0.02,22.61
C094778,1129.63,Loyal,0.02,22.59
C095204,1128.95,VIP,0.02,22.58
C084747,2258.01,VIP,0.01,22.58
C019973,563.79,Returning,0.04,22.55
C019656,321.77,Returning,0.07,22.52
C051011,748.9,VIP,0.03,22.47
C040514,373.93,VIP,0.06,22.44
C024848,748.1,Loyal,0.03,22.44
C061612,373.72,New,0.06,22.42
C011931,1120.74,Returning,0.02,22.41
C001685,747.06,VIP,0.03,22.41
C089489,2240.58,New,0.01,22.41
C075519,2241.38,VIP,0.01,22.41
C037504,559.52,VIP,0.04,22.38
C028297,2235.81,VIP,0.01,22.36
C058171,2235.97,Loyal,0.01,22.36
C056490,1117.67,VIP,0.02,22.35
C004879,248.28,Loyal,0.09,22.35
C006010,319.26,Loyal,0.07,22.35
C045088,2233.9,New,0.01,22.34
C074428,2232.88,Returning,0.01,22.33
C036775,446.67,VIP,0.05,22.33
C013586,2232.97,VIP,0.01,22.33
C016358,2232.99,Returning,0.01,22.33
C039785,2231.59,Returning,0.01,22.32
C087472,446.21,Returning,0.05,22.31
C049330,557.55,Returning,0.04,22.3
C034492,445.72,New,0.05,22.29
C098173,1113.66,New,0.02,22.27
C060148,2227.36,Returning,0.01,22.27
C002663,2221.78,Loyal,0.01,22.22
C090138,2221.85,Returning,0.01,22.22
C086616,2221.11,VIP,0.01,22.21
C057618,2220.04,Returning,0.01,22.2
C070448,277.34,VIP,0.08,22.19
C051097,2217.59,Returning,0.01,22.18
C018923,553.96,Loyal,0.04,22.16
C068715,116.6,Loyal,0.19,22.15
C015614,316.34,New,0.07,22.14
C092696,442.56,Returning,0.05,22.13
C019285,1106.07,Loyal,0.02,22.12
C091154,552.6,New,0.04,22.1
C089682,221.0,VIP,0.1,22.1
C084529,441.92,Loyal,0.05,22.1
C002438,2209.4,Returning,0.01,22.09
C042538,42.49,New,0.52,22.09
C062448,1104.17,Loyal,0.02,22.08
C073850,550.93,Returning,0.04,22.04
C063161,2203.32,Returning,0.01,22.03
C016425,314.53,Loyal,0.07,22.02
C037077,2200.67,New,0.01,22.01
C076791,2201.01,New,0.01,22.01
C006957,733.39,VIP,0.03,22.0
C082802,732.63,VIP,0.03,21.98
C091018,548.94,Loyal,0.04,21.96
C022662,2189.93,New,0.01,21.9
C098102,30.85,New,0.71,21.9
C045640,437.83,Returning,0.05,21.89
C026678,364.74,New,0.06,21.88
C094028,312.62,Returning,0.07,21.88
C059369,546.69,VIP,0.04,21.87
C053343,546.7,Loyal,0.04,21.87
